0	HalftimeHash24	clhash
2562	40.666666666666664298	32.024999999999998579
2587	38.611940298507462899	31.548780487804876316
2612	37.314285714285716722	31.8536585365853675
2638	39.969696969696968836	31.783132530120482784
2664	37.521126760563383584	34.1538461538461533
2690	41.384615384615386802	32.023809523809525501
2716	38.253521126760560378	31.952941176470588402
2743	36.092105263157897355	32.270588235294120238
2770	40.735294117647057988	32.209302325581397497
2797	37.293333333333336554	32.52325581395349019
2824	41.529411764705884025	34.439024390243901053
2852	38.540540540540540349	32.781609195402296564
2880	42.352941176470586981	35.555555555555557135
2908	39.83561643835616195	32.674157303370783723
2937	37.6538461538461533	33
2966	40.63013698630137327	32.955555555555555713
2995	38.3974358974358978	33.277777777777778567
3024	42.591549295774647987	35.162790697674417117
3054	39.1538461538461533	33.195652173913046568
3084	43.436619718309856353	31.151515151515152269
3114	40.973684210526315042	31.454545454545453254
3145	44.295774647887320441	31.767676767676768179
3176	40.202531645569621332	34.15053763440860024
3207	44.541666666666664298	32.393939393939390925
3239	40.487499999999997158	32.717171717171716239
3271	44.808219178082190126	33.040404040404041552
3303	41.287500000000001421	33.363636363636366866
3336	45.69863013698630283	35.115789473684209554
3369	42.645569620253162668	34.030303030303031164
3402	45.972972972972975469	34.363636363636366866
3436	42.950000000000002842	34.359999999999999432
3470	45.064935064935063735	34.700000000000002842
3504	42.216867469879517216	35.393939393939390925
3539	45.961038961038958917	34.0288461538461533
3574	43.060240963855420659	33.716981132075474648
3609	45.683544303797468444	33.11009174311926273
3645	42.383720930232556157	33.440366972477065133
3681	45.444444444444442865	33.463636363636361182
3717	48.272727272727273373	33.486486486486484182
3754	45.780487804878049474	33.517857142857145902
3791	47.387500000000002842	33.548672566371678272
3828	45.035294117647062251	33.578947368421054875
3866	47.728395061728392079	33.617391304347826519
3904	49.417721518987342222	36.148148148148145253
3943	46.388235294117649232	33.991379310344825626
3982	48.560975609756098947	34.034188034188034067
4021	45.69318181818182012	34.367521367521369768
4061	46.147727272727273373	34.126050420168070332
4101	50.012195121951222632	33.07258064516128826
4142	45.516483516483518201	32.873015873015873467
4183	47.534090909090906507	33.198412698412695931
4224	50.891566265060241392	35.796610169491522413
4266	46.369565217391304657	33.857142857142854098
4308	49.517241379310341642	34.463999999999998636
4351	45.322916666666664298	34.531746031746031633
4394	47.760869565217390686	34.873015873015873467
4437	49.299999999999997158	35.214285714285715301
4481	52.104651162790695196	35.283464566929133355
4525	47.631578947368417687	35.3515625
4570	50.219780219780218999	34.885496183206107901
4615	51.853932584269664119	34.440298507462685507
4661	48.051546391752580689	34.525925925925925242
4707	50.07446808510638192	34.357664233576642232
4754	52.822222222222222854	34.449275362318843463
4801	53.943820224719104317	34.53956834532374387
4849	49.98969072164948102	34.63571428571428612
4897	52.095744680851062469	34.730496453900705944
4945	53.172043010752688019	34.823943661971831887
4994	54.879120879120875998	34.923076923076919797
5043	50.939393939393937671	35.020833333333335702
5093	51.969387755102040671	35.124137931034482563
5143	53.020618556701030855	33.835526315789472562
5194	54.673684210526317884	33.947712418300653781
5245	50.432692307692306599	34.281045751633989482
5297	51.931372549019606311	34.620915032679739909
5349	52.960396039603963914	34.960784313725490335
5402	52.960784313725490335	35.539473684210527438
5456	54.019801980198018043	36.373333333333334849
5510	55.65656565656565391	35.779220779220779036
5565	50.135135135135136863	35.903225806451615654
5620	52.03703703703703809	35.345911949685536513
5676	52.555555555555557135	35.03703703703703809
5732	53.570093457943926296	34.951219512195123684
5789	54.613207547169814404	35.084848484848485839
5846	55.150943396226416837	35.216867469879517216
5904	56.228571428571427759	36.444444444444442865
5963	57.893203883495147011	35.284023668639051152
6022	57.352380952380954682	35.423529411764704378
6082	58.480769230769233502	35.567251461988306005
6142	52.948275862068967967	35.50289017341040676
6203	54.412280701754383472	34.461111111111108585
6265	54.956140350877191736	34.805555555555557135
6327	53.168067226890755705	35.346368715083798406
6390	54.152542372881356414	35.698324022346369588
6453	55.1538461538461533	35.850000000000001421
6517	55.700854700854698365	36.005524861878456022
6582	54.850000000000001421	35.967213114754095216
6647	55.391666666666665719	35.545454545454546746
6713	55.941666666666669983	35.331578947368420529
6780	53.809523809523810201	35.497382198952877275
6847	54.341269841269841834	35.47668393782383589
6915	60.130434782608695343	35.461538461538459899
6984	60.206896551724135236	36.56544502617801129
7053	60.282051282051284602	35.621212121212124657
7123	60.36440677966101731	35.97474747474747403
7194	58.967213114754095216	34.922330097087375123
7265	58.588709677419352317	35.439024390243901053
7337	58.230158730158727565	35.616504854368933763
7410	57.890625	36.323529411764702957
7484	57.129770992366410098	36.330097087378639742
7558	61.950819672131146376	36.512077294685987283
7633	61.556451612903224202	36.00471698113207708
7709	60.700787401574800128	35.525345622119814948
7786	60.356589147286818786	35.880184331797238428
7863	59.120300751879696577	35.904109589041098616
7941	63.023809523809525501	35.932126696832575874
8020	63.149606299212599936	35.964125560538114712
8100	59.55882352941176805	36.322869955156953381
8181	58.435714285714283278	36.039647577092509323
8262	62.590909090909093493	35.45922746781116075
8344	60.905109489051092453	36.436681222707420602
8427	60.625899280575538342	36.323275862068967967
8511	59.104166666666664298	36.527896995708154293
8596	62.744525547445256564	36.578723404255320872
8681	61.13380281690140805	36.322175732217573341
8767	60.047945205479450692	36.078189300411523277
8854	63.697841726618705138	36.138775510204084185
8942	61.668965517241382202	36.202429149797573871
9031	64.507142857142852677	36.415322580645160144
9121	62.903448275862068328	36.338645418326692038
9212	62.666666666666664298	36.267716535433073943
9304	64.165517241379305347	36.774703557312250268
9397	62.646666666666668277	36.28185328185328018
9490	64.121621621621628151	36.782945736434108142
9584	61.0445859872611436	37.003861003861004519
9679	64.099337748344368038	36.802281368821290641
9775	61.477987421383645028	36.338289962825278678
9872	64.947368421052630083	37.252830188679247669
9970	62.704402515723273837	36.254545454545457517
10069	64.961290322580651946	36.350180505415160326
10169	62.386503067484660789	36.579136690647480634
10270	65	35.909090909090906507
10372	67.790849673202615122	36.139372822299648647
10475	64.660493827160493652	36.625874125874126719
10579	66.955696202531640893	36.732638888888885731
10684	65.146341463414628947	36.968858131487891683
10790	63.8461538461538467	36.576271186440678207
10897	66.042424242424246472	36.567114093959730781
11005	62.88571428571428612	36.561461794019933791
11115	65	36.683168316831682887
11226	66.426035502958583834	36.686274509803922683
11338	68.715151515151518424	36.339743589743591201
11451	64.33146067415729874	36.584664536741215102
11565	65.338983050847460277	36.948881789137381304
11680	66.742857142857147323	37.435897435897437902
11796	68.184971098265890532	36.407407407407404776
11913	70.076470588235295622	36.655384615384612346
12032	69.95348837209301962	37.482866043613704221
12152	62.317948717948716819	37.390769230769230091
12273	63.26288659793814162	36.74550898203592908
12395	63.891752577319586237	36.455882352941173963
12518	64.525773195876283239	36.926253687315636398
12643	64.83589743589743648	36.967836257309940606
12769	64.81725888324872642	36.798270893371757495
12896	64.804020100502512491	37.707602339181285345
13024	64.796019900497512367	37.425287356321838672
13154	65.442786069651745606	36.845938375350137051
13285	65.122549019607845366	36.902777777777778567
13417	65.448780487804882	36.658469945355193431
13551	63.919811320754718054	36.823369565217390686
13686	63.953271028037384838	37.190217391304351224
13822	64.288372093023255616	36.957219251336901777
13960	68.097560975609752631	37.32620320855615148
14099	67.459330143540668701	36.908376963350782773
14239	67.165094339622640973	36.79328165374676729
14381	66.578703703703709493	36.5
14524	66.018181818181815856	36.862944162436548368
14669	67.91203703703703809	37.136708860759490847
14815	66.434977578475340465	37.037500000000001421
14963	65.62719298245613686	36.85467980295566548
15112	68.690909090909087809	37.405940594059408966
15263	67.237885462555070148	36.95641646489104204
15415	66.731601731601728034	36.615201900237529742
15569	69.504464285714291805	37.069047619047616138
15724	68.069264069264065142	37.349168646080762812
15881	69.960352422907490677	36.932558139534883423
16039	67.675105485232066371	37.650234741784039727
16199	69.523605150214592641	36.984018264840180734
16360	67.325102880658434401	37.522935779816513957
16523	70.01271186440678207	36.964205816554809303
16688	68.11428571428571388	37.585585585585583601
16854	69.07377049180327333	37.370288248337026005
17022	67.816733067729089157	37.165938864628820681
17192	68.768000000000000682	37.701754385964910909
17363	70.012096774193551596	37.339784946236555641
17536	70.995951417004050654	37.711827956989246502
17711	67.858237547892713337	37.364978902953588147
17888	69.065637065637062619	37.579831932773110736
18066	70.5703125	37.020491803278687826
18246	71.552941176470582718	37.236734693877551194
18428	68.761194029850742027	37.455284552845526491
18612	69.707865168539328238	36.855445544554456205
18798	69.88104089219331172	37.076923076923080203
18985	69.542124542124540199	36.864077669902911794
19174	70.492647058823536099	36.87307692307692264
19365	70.163043478260874508	37.312138728323702708
19558	70.86231884057970376	36.832391713747647088
19753	71.310469314079426795	36.921495327102803685
19950	71.25	36.944444444444442865
20149	70.205574912891989925	36.970642201834863272
20350	69.4539249146757669	37
20553	72.369718309859152328	36.899461400359065522
20758	71.826989619377158647	36.93594306049821796
20965	71.797945205479450692	37.040636042402823591
21174	70.579999999999998295	37.017482517482520166
21385	72.491525423728816691	38.255813953488370771
21598	71.280528052805280481	36.98287671232876761
21813	70.138263665594848817	36.971186440677968221
22031	72.470394736842109751	36.964765100671144182
22251	71.317307692307693401	37.023294509151412512
22473	72.493548387096780061	36.66068515497553193
22697	72.053968253968250224	36.549114331723025373
22923	71.411214953271027639	37.032310177705980436
23152	70.370820668693013999	37.402261712439418773
23383	71.072948328267472107	37.412799999999997169
23616	72	37.073783359497646472
23852	70.988095238095240802	36.695384615384618598
24090	72.125748502994014189	36.891271056661558703
